id_entrega,canton_destino,peso_kg,volumen_m3,distancia_km,num_paradas,hora_salida,lluvia_mm,tipo_vehiculo,experiencia_conductor_meses,carga_previa_pct,incidencias_registradas,entrega_tardia
ENT-00758,Macara,520.4,1.686,62.7,8,12,,camioneta,27.0,78.0,0,1
ENT-02794,Saraguro,351.8,1.585,46.5,7,8,4.2,camion pesado,47.0,56.0,1,1
ENT-02230,LOJA,472.3,2.094,59.8,3,10,0.2,camion liviano,44.0,61.8,0,0
ENT-02290,Macara,997.0,3.158,82.2,5,8,0.0,camioneta,33.0,37.4,0,0
ENT-00098,machala,414.4,1.659,79.6,3,9,,camion liviano,65.0,80.2,0,1
ENT-01334,Cariamanga,238.0,0.922,68.0,6,10,2.0,camion liviano,85.0,59.3,0,0
ENT-02437,Machala,546.0,2.298,56.3,13,10,2.4,camioneta,65.0,75.0,2,1
ENT-00744,Machala,195.7,0.696,57.9,6,6,0.6,camion liviano,121.0,62.3,2,1
ENT-00807,Loja,211.5,1.459,17.9,2,9,0.0,camion pesado,,33.7,0,0
ENT-02826,Saraguro,264.8,0.944,45.2,9,10,0.2,camion liviano,,30.8,0,0
ENT-01989,Saraguro,262.5,1.703,3.2,2,16,2.3,camion liviano,75.0,45.0,2,1
ENT-02551,Zamora,330.0,1.044,42.2,2,6,1.3,camion liviano,22.0,37.3,2,1
ENT-01536,Catamayo,242.2,0.794,43.8,1,6,1.8,camioneta,62.0,37.5,0,0
ENT-02093,Loja,368.0,1.982,67.1,7,9,0.1,camioneta,7.0,56.4,1,1
ENT-02340,Macara,95.5,0.453,37.5,5,13,0.4,camion pesado,15.0,38.0,2,1
ENT-02391,Cariamanga,221.3,0.729,10.9,4,11,0.2,camioneta,35.0,50.3,0,0
ENT-00149,Machala,447.5,1.783,26.9,2,10,0.3,camion liviano,46.0,65.2,0,0
ENT-01860,Catamayo,417.2,1.433,30.3,4,12,1.2,camion liviano,,42.7,0,1
ENT-02096,Cariamanga,678.2,3.001,27.8,4,10,,camion liviano,31.0,75.9,0,0
ENT-02163,MACARA,367.1,1.304,37.8,3,11,1.0,camion liviano,,74.9,1,1
ENT-01316,Cariamanga,251.5,0.839,19.3,7,11,2.3,camion liviano,33.0,96.7,3,1
ENT-00693,Loja,128.3,0.653,22.0,7,15,0.0,camion pesado,16.0,70.9,2,1
ENT-00819,Catamayo,166.1,0.718,32.5,7,9,,camioneta,18.0,48.1,2,1
ENT-01729,Loja,279.1,1.847,80.6,3,14,4.3,camion liviano,18.0,27.9,0,0
ENT-01387,Loja,70.3,0.293,37.4,6,9,1.1,camioneta,,79.5,0,0
ENT-02329,Macara,57.3,0.2,22.2,4,7,2.2,camion liviano,85.0,73.3,0,0
ENT-02099,Catamayo,371.6,1.476,99.9,11,14,0.0,camioneta,75.0,63.5,0,0
ENT-01600,Cariamanga,379.3,2.087,38.9,1,8,0.0,camion liviano,34.0,28.1,0,0
ENT-02409,Loja,414.4,1.396,260.0,1,8,5.4,camioneta,,68.2,4,1
ENT-02506,Cariamanga,238.1,0.88,29.0,1,5,7.9,camioneta,58.0,65.4,0,0
ENT-00702,Cariamanga,416.4,1.403,73.9,5,10,3.3,camioneta,93.0,58.5,0,0
ENT-01968,Cariamanga,52.0,0.292,48.8,9,10,5.0,camion liviano,,49.0,1,1
ENT-02711,Zamora,53.6,0.274,59.4,10,4,0.8,camion liviano,,62.0,3,1
ENT-00922,Saraguro,229.9,1.202,5.3,3,9,6.3,camioneta,33.0,46.0,0,0
ENT-01425,MACARA,487.0,1.592,75.5,5,7,0.0,camion liviano,,46.5,1,1
ENT-01709,loja,850.3,3.298,23.6,2,11,4.9,camioneta,,60.7,0,0
ENT-00906,loja,59.7,0.273,72.9,2,13,,camion pesado,52.0,37.4,1,1
ENT-00455,Machala,152.7,0.501,16.4,1,7,0.4,camioneta,31.0,63.7,3,1
ENT-02697,Saraguro,71.3,0.246,78.3,11,6,0.6,camion liviano,,56.3,2,1
ENT-02139,loja,558.1,1.889,36.4,5,13,0.7,camion pesado,7.0,51.4,1,1
ENT-02352,Zamora,293.5,0.932,91.7,6,9,3.8,camioneta,,29.2,0,0
ENT-02109,Macara,292.0,0.983,7.8,2,8,,camioneta,,31.6,1,1
ENT-00168,Cariamanga,558.1,2.535,91.1,2,11,0.8,camion liviano,22.0,58.6,1,1
ENT-00731,Machala,246.7,1.494,45.2,9,8,0.7,camioneta,17.0,35.3,1,1
ENT-02204,Loja ,148.3,0.471,38.5,2,5,3.6,camion liviano,26.0,44.7,0,0
ENT-01311,Cariamanga,346.5,1.09,31.3,1,5,0.8,camion pesado,14.0,18.3,0,0
ENT-00027,LOJA,280.8,0.927,23.3,2,7,0.2,camioneta,24.0,20.8,2,1
ENT-02025,Catamayo,178.8,0.716,74.7,3,9,7.1,camioneta,37.0,51.8,0,0
ENT-01653,Loja,252.1,1.782,64.2,1,11,1.2,camioneta,21.0,90.0,1,1
ENT-01623,Cariamanga,541.4,2.386,32.4,10,7,5.3,camioneta,34.0,71.9,1,1
ENT-00588,Loja,58.4,0.281,71.6,11,9,0.7,camion pesado,,83.6,0,0
ENT-01402,Saraguro,972.3,3.261,115.5,4,8,0.0,camioneta,,71.4,1,1
ENT-00998,Saraguro,13.7,0.08,30.3,1,6,6.7,camioneta,90.0,37.1,0,0
ENT-01177,Cariamanga,245.2,0.78,28.8,14,7,0.6,camion liviano,60.0,78.6,2,1
ENT-01701,Saraguro,492.1,1.624,58.8,2,9,0.8,camioneta,56.0,79.6,1,1
ENT-01041,Cariamanga,162.7,0.683,69.5,10,9,,camioneta,59.0,27.1,1,0
ENT-00034,Saraguro,525.0,3.268,29.3,2,9,0.0,camion liviano,28.0,58.6,1,1
ENT-01898,Zamora,62.5,0.209,66.5,1,8,5.3,camion liviano,109.0,43.7,0,0
ENT-02416,machala,561.5,2.228,54.6,7,12,0.0,camion liviano,16.0,59.7,2,1
ENT-01380,Cariamanga,132.1,0.733,17.4,3,13,9.3,camion liviano,61.0,77.5,4,1
ENT-00042,Cariamanga,180.8,0.648,25.6,1,9,9.6,camioneta,23.0,29.9,3,1
ENT-01879,Loja,616.4,4.217,88.7,1,13,1.0,camion liviano,49.0,35.1,0,0
ENT-02235,machala,479.3,2.249,9.2,4,10,0.5,camion pesado,,80.9,1,0
ENT-02660,Zamora,162.3,0.713,89.0,6,9,0.5,camioneta,,84.1,0,1
ENT-02207,Machala,163.3,0.524,35.5,7,6,,camion pesado,55.0,80.2,0,1
ENT-01899,Cariamanga,575.6,2.13,14.8,16,7,1.9,camion liviano,17.0,39.9,0,0
ENT-02044,Saraguro,269.3,0.955,50.8,15,8,0.0,camion liviano,30.0,55.2,2,1
ENT-00610,Cariamanga,413.4,1.765,72.3,7,8,1.8,camioneta,17.0,47.5,0,0
ENT-01133,Zamora,95.0,0.465,30.8,1,12,0.0,camioneta,3.0,47.2,0,0
ENT-00029,loja,102.7,0.564,27.2,5,10,2.5,camion liviano,,33.2,0,0
ENT-00442,Zamora,312.9,1.68,31.3,4,11,0.0,camion liviano,,54.6,2,1
ENT-02411,Machala,95.1,0.42,14.5,4,11,4.6,camioneta,,23.9,2,1
ENT-02728,LOJA,285.0,0.951,22.5,4,9,0.0,camion liviano,45.0,97.7,1,1
ENT-00494,Macara,156.8,0.756,29.3,1,11,5.6,camion pesado,29.0,50.8,1,1
ENT-01259,Cariamanga,636.2,4.476,32.0,8,7,,camion liviano,33.0,44.6,4,1
ENT-01302,Saraguro,215.8,1.363,42.4,8,8,0.0,camioneta,134.0,81.7,0,0
ENT-02592,Zamora,429.8,1.441,35.6,3,12,1.8,camion liviano,12.0,52.8,4,1
ENT-02413,Saraguro,412.4,2.511,72.2,2,7,0.2,camion pesado,72.0,4.0,0,0
ENT-01383,loja,132.2,0.644,31.0,5,4,1.8,camioneta,52.0,40.0,0,0
ENT-01305,Macara,206.7,0.84,8.0,3,16,4.5,camioneta,,59.4,0,0
ENT-00237,Machala,616.9,2.061,16.6,5,9,0.9,camion pesado,38.0,73.1,0,0
ENT-00552,Loja,579.6,2.586,77.8,3,8,0.5,camioneta,20.0,55.4,0,0
ENT-00521,Macara,390.1,2.37,8.5,3,12,0.0,camioneta,62.0,33.7,0,0
ENT-02263,Macara,29.3,0.117,14.7,1,7,1.5,camion liviano,24.0,79.5,0,0
ENT-01233,MACARA,48.8,0.18,47.2,15,10,1.3,camion liviano,52.0,65.7,1,1
ENT-01139,machala,209.9,0.749,13.0,6,13,0.2,camion pesado,39.0,26.3,0,1
ENT-00721,Zamora,110.7,0.542,12.0,7,9,0.5,camioneta,34.0,46.7,0,1
ENT-00736,Macara,604.4,3.68,25.1,6,6,0.0,camioneta,62.0,80.2,0,0
ENT-02708,Machala,229.1,0.898,56.2,2,5,3.2,camioneta,73.0,53.0,0,0
ENT-01751,Saraguro,429.6,2.54,33.2,5,8,,camion pesado,49.0,39.8,0,1
ENT-00059,Zamora,473.7,2.187,3.3,10,8,5.1,camion pesado,81.0,82.7,0,1
ENT-00632,Loja,235.3,0.882,39.8,8,8,0.2,camioneta,,52.1,2,1
ENT-01182,Cariamanga,340.1,1.521,17.6,7,9,1.5,camion pesado,,78.2,1,1
ENT-02249,Machala,228.3,0.804,62.0,1,8,0.0,camioneta,,73.7,2,1
ENT-00593,Saraguro,534.9,3.726,28.3,4,11,0.6,camion liviano,44.0,53.1,0,0
ENT-01304,Zamora,243.2,1.06,15.4,10,5,4.5,camion liviano,,62.5,0,0
ENT-01388,Cariamanga,493.2,1.942,16.1,2,8,2.8,camioneta,39.0,23.1,0,0
ENT-02670,Machala,211.1,1.229,46.6,3,10,4.0,camioneta,173.0,54.1,1,0
ENT-02685,Saraguro,199.3,1.246,13.0,2,4,0.6,camioneta,66.0,53.7,0,0
ENT-01934,Loja,349.7,1.286,13.1,2,11,0.1,camioneta,,56.0,3,1
ENT-02275,Zamora,122.9,0.535,44.6,6,8,0.0,camion liviano,,59.9,0,0
ENT-00940,Cariamanga,545.6,2.63,114.8,5,11,1.8,camion liviano,12.0,55.1,2,1
ENT-02846,Saraguro,688.6,4.501,35.0,7,11,0.1,camion liviano,30.0,34.1,0,0
ENT-01250,Catamayo,158.2,0.505,20.8,3,9,,camioneta,23.0,30.7,0,0
ENT-00905,Machala,267.6,1.648,36.5,6,10,1.3,camioneta,33.0,24.6,0,0
ENT-02597,Catamayo,262.5,1.364,36.6,1,8,0.0,camioneta,48.0,29.3,0,1
ENT-01280,Lója,585.2,3.174,77.2,2,7,0.0,camioneta,69.0,84.6,1,1
ENT-02987,Catamayo,129.3,0.602,13.0,1,8,0.0,camion liviano,44.0,21.6,1,0
ENT-02937,Zamora,147.9,0.513,13.4,1,8,0.5,camioneta,24.0,8.9,0,0
ENT-02172,Catamayo,344.7,1.593,39.7,13,11,,camioneta,64.0,39.2,5,1
ENT-02459,Catamayo,149.2,0.612,41.7,2,5,0.3,camion liviano,37.0,61.4,0,0
ENT-02514,Cariamanga,255.6,0.881,61.6,3,4,0.0,camion pesado,46.0,56.9,2,1
ENT-01143,Loja,389.3,1.61,73.9,5,9,4.5,camion liviano,63.0,50.1,4,1
ENT-02429,Machala,382.4,1.436,116.7,2,5,0.0,camion pesado,45.0,37.4,3,1
ENT-00707,Saraguro,499.8,2.665,26.7,6,13,2.7,camion liviano,83.0,30.5,2,1
ENT-02957,Cariamanga,413.2,1.921,46.3,3,11,0.3,camion pesado,,34.9,0,0
ENT-01023,Machala,141.2,0.468,22.4,8,14,0.0,camion pesado,,56.3,0,0
ENT-00746,Zamora,254.5,1.003,42.0,8,9,0.0,camion liviano,27.0,23.2,0,0
ENT-01547,loja,341.7,1.429,6.4,5,7,0.0,camioneta,,48.7,0,0
ENT-02405,Loja ,242.2,0.805,51.6,1,13,1.6,camion liviano,18.0,27.1,2,1
ENT-02945,Cariamanga,391.5,1.306,22.2,16,8,2.3,camioneta,63.0,82.6,1,1
ENT-00514,Loja,223.0,1.54,51.5,6,12,0.0,camioneta,51.0,43.0,0,0
ENT-00082,Zamora,422.3,1.989,9.1,4,13,1.1,camioneta,,92.7,0,0
ENT-02716,Loja ,184.8,0.853,59.3,3,8,0.0,camioneta,31.0,79.3,0,0
ENT-01309,Loja,564.5,2.437,55.3,2,8,0.9,camioneta,176.0,72.1,0,1
ENT-02546,Loja,336.6,1.524,28.5,3,5,0.2,camion liviano,43.0,87.0,0,0
ENT-00915,Zamora,247.5,1.486,53.2,4,7,0.0,camion liviano,68.0,85.5,2,1
ENT-01405,Zamora,253.9,1.168,13.3,1,9,1.9,camion liviano,139.0,77.2,0,0
ENT-01648,Cariamanga,294.1,1.51,60.3,6,11,1.9,camioneta,31.0,64.2,2,1
ENT-02816,Machala,349.3,1.85,50.8,4,13,0.0,camion liviano,,58.6,0,0
ENT-01109,Machala,94.5,0.451,70.9,5,12,4.2,camion liviano,50.0,83.8,1,1
ENT-00151,Zamora,309.3,1.242,69.1,5,5,0.0,camioneta,98.0,53.2,0,1
ENT-02782,Machala,22.9,0.139,107.5,1,10,1.1,camioneta,5.0,56.6,0,0
ENT-00775,Loja,73.7,0.263,55.8,2,5,,camion liviano,,64.3,0,0
ENT-00330,Macara,345.3,1.722,77.6,8,11,0.0,camioneta,30.0,43.0,0,1
ENT-00007,Machala,297.9,1.073,42.7,2,4,0.9,camion liviano,52.0,75.7,2,1
ENT-00944,Zamora,667.7,2.885,40.1,5,9,1.6,camion liviano,105.0,41.3,0,0
ENT-00823,Cariamanga,507.5,2.092,24.4,7,7,2.8,camion liviano,71.0,15.8,0,0
ENT-00735,Catamayo,178.0,0.836,21.2,3,7,1.9,camioneta,49.0,35.7,0,1
ENT-00910,Machala,543.0,3.208,40.4,3,11,0.5,camioneta,51.0,67.2,3,1
ENT-00469,Machala,199.3,0.774,64.3,1,10,4.3,camioneta,44.0,37.2,4,1
ENT-00182,Lója,192.9,0.682,11.3,4,13,0.0,camion liviano,7.0,32.0,0,0
ENT-00165,Catamayo,123.0,0.727,147.1,1,9,2.2,camion pesado,61.0,47.8,1,1
ENT-01524,Saraguro,54.4,0.304,73.8,4,10,0.9,camion pesado,26.0,77.0,1,1
ENT-00452,Loja,158.9,0.52,78.6,11,4,3.5,camioneta,55.0,58.0,2,1
ENT-02308,Machala,209.3,0.796,75.2,4,8,1.0,camion pesado,62.0,62.1,4,1
ENT-00491,Loja,669.3,2.516,39.4,12,10,1.4,camioneta,,37.6,0,0
ENT-00814,Saraguro,46.3,0.255,28.4,4,9,1.7,camioneta,,27.6,2,1
ENT-01144,Zamora,177.7,0.567,70.2,3,10,5.0,camioneta,42.0,88.4,4,1
ENT-01312,Zamora,233.1,1.06,9.9,10,8,0.7,camion liviano,,37.5,0,0
ENT-02289,Catamayo,233.2,1.512,33.7,7,7,0.2,camion liviano,51.0,35.9,0,1
ENT-01112,Catamayo,259.2,0.961,11.0,5,6,0.1,camioneta,69.0,68.0,1,1
ENT-02912,Machala,295.3,1.156,41.7,1,9,2.3,camion liviano,,36.2,0,1
ENT-01827,Machala,82.0,0.265,6.7,3,4,2.9,camion liviano,98.0,26.9,1,1
ENT-01442,Macara,240.8,0.856,15.7,11,5,0.2,camion pesado,74.0,13.2,2,1
ENT-01981,Machala,284.7,1.35,91.4,8,6,0.0,camion liviano,45.0,92.4,2,1
ENT-01007,Macara,362.3,1.371,31.2,3,10,2.1,camion liviano,19.0,48.3,5,1
ENT-01628,Catamayo,125.4,0.716,22.5,2,8,0.0,camion liviano,14.0,14.5,0,0
ENT-01633,Saraguro,468.0,1.871,5.5,8,6,2.3,camion liviano,,60.0,2,1
ENT-01075,Macara,128.4,0.408,33.5,8,10,8.3,camion liviano,,37.3,3,1
ENT-00579,Catamayo,46.2,0.17,82.1,9,12,2.1,camion liviano,33.0,26.3,0,0
ENT-02724,Loja,341.4,1.164,33.7,1,9,0.5,camion pesado,64.0,51.2,1,1
ENT-02393,Saraguro,404.9,1.437,46.1,10,9,7.0,camion pesado,63.0,74.1,2,1
ENT-02311,Zamora,408.0,1.616,67.0,6,7,2.3,camioneta,65.0,48.4,1,1
ENT-02350,Zamora,77.8,0.503,36.1,4,11,0.9,camion liviano,35.0,40.5,0,0
ENT-00328,Macara,478.6,1.787,11.6,6,12,1.6,camion liviano,22.0,42.5,0,0
ENT-01791,Catamayo,182.1,0.907,28.2,6,7,0.6,camion liviano,43.0,28.3,2,1
ENT-00443,Zamora,216.9,0.722,7.7,1,9,0.4,camioneta,66.0,89.6,1,0
ENT-01859,Loja,84.0,0.274,32.8,1,7,1.4,camioneta,33.0,78.6,0,0
ENT-02216,Saraguro,251.3,1.218,36.7,9,13,2.1,camion pesado,88.0,55.2,0,1
ENT-00313,Zamora,268.2,1.435,97.8,8,8,5.2,camioneta,22.0,90.3,4,1
ENT-00833,Machala,335.9,1.051,42.8,2,11,0.0,camion liviano,52.0,77.2,1,1
ENT-02422,Macara,539.3,2.446,123.4,14,7,,camioneta,12.0,62.8,2,1
ENT-02149,Cariamanga,268.4,1.022,17.8,5,15,1.6,camion liviano,84.0,40.8,3,1
ENT-01415,Saraguro,241.2,0.761,67.5,8,9,1.8,camion pesado,74.0,84.3,1,1
ENT-01202,Zamora,211.2,0.898,6.3,4,4,0.8,camioneta,21.0,21.8,3,1
ENT-02665,Macara,59.7,0.368,31.2,3,7,3.9,camion liviano,,79.1,0,1
ENT-01500,Loja,99.6,0.376,67.4,3,9,0.6,camion pesado,39.0,84.5,3,1
ENT-01979,Machala,404.0,1.742,12.0,3,13,5.7,camioneta,2.0,74.8,0,0
ENT-00087,MACARA,362.8,1.432,95.1,5,10,,camioneta,42.0,39.7,2,1
ENT-01404,Catamayo,174.4,0.555,14.6,4,4,1.2,camioneta,,40.0,3,1
ENT-02984,MACARA,146.0,0.555,59.4,6,8,0.0,camioneta,82.0,64.9,2,1
ENT-02371,Macara,258.0,0.807,13.7,10,9,0.6,camion liviano,44.0,26.5,0,0
ENT-01482,Zamora,450.7,1.526,56.3,9,10,,camioneta,27.0,39.8,1,0
ENT-00778,Catamayo,280.8,0.911,64.0,4,9,,camioneta,93.0,41.6,0,0
ENT-00800,Machala,125.0,0.552,11.8,2,14,9.2,camioneta,24.0,38.5,0,0
ENT-01667,Saraguro,598.7,3.905,39.9,5,9,1.7,camion liviano,52.0,87.7,0,1
ENT-01895,MACARA,103.0,0.33,58.4,2,13,4.6,camioneta,,30.4,0,0
ENT-00055,Saraguro,434.1,2.01,25.7,8,7,0.4,camion pesado,56.0,81.9,1,0
ENT-02410,Macara,408.5,2.229,6.7,6,11,0.0,camion liviano,28.0,23.6,0,0
ENT-01288,Catamayo,338.1,2.349,43.3,12,5,1.4,camioneta,87.0,52.0,0,0
ENT-01921,Macara,633.2,2.649,57.9,6,7,1.0,camioneta,31.0,42.1,1,0
ENT-01668,Zamora,247.8,1.162,27.5,6,12,1.3,camioneta,,39.8,0,0
ENT-02640,Macara,587.9,3.779,40.8,7,8,0.3,camioneta,58.0,70.0,0,1
ENT-02784,Saraguro,142.6,0.854,36.7,3,9,0.1,camion liviano,49.0,54.8,0,0
ENT-01702,Loja,356.9,2.137,22.7,5,8,12.8,camion liviano,19.0,36.5,0,0
ENT-01246,Loja,129.5,0.417,42.1,2,11,1.2,camion liviano,12.0,43.3,0,0
ENT-00114,Zamora,111.5,0.477,52.2,7,13,0.6,camioneta,30.0,98.2,0,0
ENT-02864,Catamayo,524.5,3.078,67.0,4,8,0.1,camion pesado,53.0,71.1,3,1
ENT-00988,Catamayo,867.3,4.152,32.9,3,7,0.3,camion pesado,59.0,52.9,1,0
ENT-00502,Lója,670.7,3.401,31.8,4,6,0.5,camioneta,26.0,71.8,4,1
ENT-02666,Cariamanga,429.3,2.969,32.4,6,10,,camioneta,26.0,64.0,0,1
ENT-01010,Macara,296.7,1.098,16.4,2,10,0.0,camioneta,47.0,62.8,2,1
ENT-01199,Saraguro,384.9,2.082,91.9,2,8,4.6,camioneta,,69.6,3,1
ENT-01395,Loja,488.2,2.678,63.9,3,11,2.1,camioneta,,50.9,2,1
ENT-00590,Zamora,185.1,0.692,77.9,19,5,0.0,camion liviano,59.0,23.6,2,1
ENT-00769,Macara,542.8,2.369,94.4,7,11,6.1,camioneta,16.0,59.4,1,1
ENT-00018,LOJA,288.7,0.999,31.9,4,9,3.1,camion pesado,,47.8,0,0
ENT-01043,Cariamanga,186.6,0.853,26.0,13,11,0.0,camioneta,,65.9,0,0
ENT-01448,machala,227.5,1.545,29.8,4,9,0.5,camioneta,28.0,53.0,0,0
ENT-02506,Cariamanga,238.1,0.88,29.0,1,5,7.9,camioneta,58.0,65.4,0,0
ENT-00286,Saraguro,410.7,1.343,75.8,2,14,0.0,camioneta,174.0,40.1,0,0
ENT-02693,Machala,335.0,1.223,114.3,5,5,0.1,camioneta,,10.8,3,1
ENT-00429,Machala,261.0,1.122,89.5,3,9,1.5,camioneta,42.0,42.8,0,1
ENT-01329,Machala,205.0,0.917,33.1,3,7,,camioneta,9.0,42.2,2,1
ENT-02041,Macara,278.4,1.404,17.8,7,5,5.2,camioneta,5.0,87.6,0,1
ENT-00670,Zamora,120.9,0.391,31.0,9,12,,camion liviano,38.0,68.0,0,0
ENT-00032,Saraguro,278.8,1.199,59.6,7,5,,camioneta,17.0,83.5,1,1
ENT-01342,Zamora,276.9,1.023,68.3,3,10,0.8,camion liviano,,60.9,3,1
ENT-00723,Loja ,484.7,1.543,11.9,2,7,0.0,camion liviano,28.0,81.0,0,0
ENT-00952,Machala,753.0,2.887,25.9,6,7,0.0,camioneta,62.0,57.5,0,0
ENT-01915,Catamayo,193.1,0.72,55.1,3,6,1.0,camioneta,,42.0,3,1
ENT-02341,Macara,255.8,1.527,23.0,2,12,0.0,camioneta,,36.8,0,0
ENT-00215,Macara,267.4,1.038,14.5,9,10,2.7,camion pesado,26.0,31.8,2,1
ENT-00990,Zamora,101.0,0.651,115.9,1,5,7.3,camion liviano,,84.0,0,0
ENT-01165,Catamayo,229.5,1.093,8.4,18,13,4.5,camioneta,106.0,50.5,0,0
ENT-02850,MACARA,360.7,1.217,28.9,2,5,2.3,camion pesado,34.0,46.8,0,0
ENT-02074,Catamayo,229.2,0.717,15.5,12,4,0.7,camioneta,52.0,73.4,0,0
ENT-00327,Loja,160.9,0.54,48.5,15,6,0.6,camioneta,42.0,45.4,1,1
ENT-00561,Catamayo,370.2,1.601,135.3,6,8,0.0,camioneta,,57.7,0,0
ENT-01384,Catamayo,220.0,1.036,43.9,1,8,1.7,camioneta,55.0,73.3,0,0
ENT-01725,Machala,273.9,1.583,55.2,3,10,1.8,camion liviano,50.0,30.9,0,0
ENT-01087,Loja,722.6,4.232,21.8,2,8,,camion liviano,116.0,76.1,1,1
ENT-02379,Cariamanga,176.0,0.59,32.9,6,8,1.0,camion pesado,28.0,28.0,0,1
ENT-00342,Catamayo,941.6,3.804,74.8,3,7,0.1,camioneta,38.0,48.4,0,0
ENT-01654,Zamora,570.7,3.988,38.6,2,8,1.0,camion liviano,23.0,39.5,2,1
ENT-00148,Cariamanga,304.3,1.68,119.0,3,9,0.0,camioneta,61.0,29.1,0,0
ENT-02489,Zamora,183.7,1.289,79.6,6,12,0.0,camion liviano,,41.8,2,1
ENT-02461,Catamayo,80.0,0.421,36.7,5,11,0.0,camion pesado,76.0,55.3,0,0
ENT-01108,Loja,243.8,0.883,31.4,3,8,0.8,camioneta,18.0,78.5,0,0
ENT-00849,Zamora,327.8,1.333,24.4,9,11,2.8,camioneta,,94.9,0,1
ENT-00967,Macara,411.1,2.545,84.1,1,9,3.2,camioneta,63.0,61.8,0,0
ENT-01073,Saraguro,368.1,2.284,30.0,8,10,0.0,camioneta,7.0,44.3,0,0
ENT-02513,Zamora,275.8,0.882,12.8,3,10,0.9,camioneta,,17.1,0,0
ENT-01906,Saraguro,417.3,1.78,57.6,5,7,5.0,camioneta,,36.7,0,1
ENT-00156,Cariamanga,520.2,3.317,21.5,1,9,,camion liviano,53.0,12.5,1,1
ENT-00666,Zamora,233.6,0.771,39.4,4,12,0.0,camioneta,,47.9,1,1
ENT-00662,Saraguro,228.9,0.777,5.6,6,10,,camioneta,,82.9,0,0
ENT-01003,Zamora,217.0,1.111,42.7,4,12,1.5,camioneta,49.0,54.3,1,0
ENT-02601,Cariamanga,897.4,2.839,57.2,7,11,0.5,camion pesado,,73.7,0,1
ENT-02961,Loja,88.6,0.523,18.0,6,11,0.7,camion pesado,,72.1,4,1
ENT-00177,Cariamanga,41.7,0.269,27.7,8,7,3.8,camion liviano,96.0,57.3,1,1
ENT-02709,Zamora,212.5,0.967,38.2,6,9,1.2,camion liviano,70.0,67.8,5,1
ENT-01880,Loja,202.0,0.785,15.5,1,9,,camioneta,65.0,53.9,0,0
ENT-01525,Saraguro,485.2,3.05,6.2,10,12,0.1,camion liviano,,94.7,0,0
ENT-02875,MACARA,413.9,1.904,33.5,4,10,,camioneta,45.0,54.0,1,0
ENT-01204,Cariamanga,315.6,2.082,34.5,2,12,0.4,camioneta,46.0,62.1,1,1
ENT-01991,Cariamanga,70.0,0.328,37.1,17,15,0.0,camioneta,,60.3,0,1
ENT-00025,Loja,419.3,1.486,15.2,1,8,6.3,camion pesado,12.0,47.7,2,1
ENT-02868,Saraguro,220.1,0.871,47.3,9,10,0.2,camion liviano,106.0,29.8,1,0
ENT-02090,Loja,208.6,0.835,59.3,1,9,0.3,camion liviano,13.0,59.1,3,1
ENT-02122,Loja,85.3,0.33,15.5,4,9,0.0,camioneta,27.0,74.2,0,1
ENT-02347,Loja,384.5,1.205,129.7,5,7,1.8,camioneta,,39.1,0,0
ENT-00876,Cariamanga,189.0,1.02,36.7,6,8,8.3,camion pesado,,38.9,2,1
ENT-02750,Loja ,543.1,2.118,7.2,7,12,0.1,camion pesado,70.0,43.1,1,1
ENT-00939,Loja,306.5,1.257,59.6,15,5,1.0,camion liviano,,76.8,2,1
ENT-01242,Cariamanga,111.5,0.602,22.3,4,10,0.0,camioneta,68.0,61.3,2,1
ENT-01666,Machala,397.8,2.539,33.8,5,11,0.0,camioneta,25.0,8.5,0,1
ENT-00386,Cariamanga,696.8,4.745,64.8,2,12,0.4,camioneta,41.0,46.5,0,0
ENT-02680,Macara,172.6,0.914,23.5,7,7,4.9,camioneta,53.0,49.0,2,1
ENT-02242,Loja,381.8,1.198,26.6,3,7,1.1,camion liviano,81.0,43.5,0,1
ENT-02131,Zamora,75.7,0.256,81.3,5,6,2.8,camion liviano,12.0,37.5,3,1
ENT-00937,Zamora,88.1,0.404,18.7,5,99,1.5,camion liviano,72.0,81.4,2,1
ENT-02634,Cariamanga,440.9,2.17,17.3,2,9,2.3,camion liviano,14.0,64.6,0,0
ENT-02983,Macara,701.2,3.388,20.9,10,8,1.2,camion pesado,19.0,62.8,2,1
ENT-01333,Cariamanga,432.1,2.665,39.0,3,11,2.2,camion liviano,,90.3,5,1
ENT-01935,Saraguro,239.1,1.279,49.9,8,12,9.6,camioneta,,68.9,1,1
ENT-00936,Machala,101.6,0.483,42.9,1,7,0.0,camion liviano,59.0,39.5,0,0
ENT-00567,Lója,156.2,0.492,65.8,3,14,0.0,camion liviano,28.0,54.6,0,1
ENT-01855,Lója,292.5,1.212,82.1,3,10,3.0,camion pesado,,63.6,0,1
ENT-02476,Saraguro,236.7,0.845,36.5,2,10,3.0,camioneta,4.0,94.8,1,1
ENT-01646,Macara,101.8,0.373,90.7,3,11,1.3,camion liviano,,71.7,1,1
ENT-02164,Cariamanga,305.1,1.067,41.1,2,11,0.0,camion liviano,36.0,52.9,2,1
ENT-01793,Cariamanga,568.9,2.193,41.1,6,10,1.5,camion pesado,25.0,56.1,0,0
ENT-01431,Catamayo,279.2,0.919,126.1,2,9,0.5,camion liviano,94.0,71.4,0,0
